,21 Savage,50 Cent,ABBA,AC_DC,Aerosmith,Alice Cooper,Arcade Fire,Arctic Monkeys,Billie Eilish,Black Eyed Peas,Black Flag,Black Sabbath,Blondie,Blue Stahli,Blues Saraceno,Boyz II Men,Bring Me The Horizon,Britney Spears,Brooks & Dunn,Buffalo Springfield,Calle 13,Celldweller,Chicago,Cliff Richard & The Shadows,Coldplay,Craig David,Cream,Creedence Clearwater Revival,"Crosby, Stills & Nash",Daft Punk,David Guetta,Death Cab for Cutie,Def Leppard,Demi Lovato,Depeche Mode,Dion and The Belmonts,Dire Straits,Disturbed,Don Toliver,Drake,Eagles,"Earth, Wind & Fire","Emerson, Lake & Palmer",Eminem,Fall Out Boy,Fergie,Fleetwood Mac,Flo Rida,Fugazi,G-Eazy,Genesis,Gorillaz,Green Day,Guns N’ Roses,Halsey,Hollywood Undead,Imagine Dragons,Jaden,Joji,Jonas Brothers,Joy Division,Juelz Santana,Justin Bieber,Justin Timberlake,Kanye West,Keane,Kendrick Lamar,Kings of Convenience,Kraftwerk,Kylie Minogue,Lady Gaga,Ladysmith Black Mambazo,Led Zeppelin,Lil Happy Lil Sad,Lil Peep,Lil Skies,Linkin Park,LMFAO,Mac Miller,Marilyn Manson,Maroon 5,Meg Myers,Metallica,Michael Jackson,Mike Shinoda,Modest Mouse,Mumford & Sons,Muse,My Chemical Romance,Nazareth,NEFFEX,New Order,Nickelback,Nine Inch Nails,Nirvana,Oh Wonder,Omen44 x Nipps (Buddha Brand) x Vikn (Tetrad The Gang Of Four),One Direction,Oomph!,OutKast,P!nk,Papa Roach,Pavement,Pearl Jam,Pere Ubu,"Peter, Paul and Mary",Pink Floyd,Pixies,Placebo,Poco,Portishead,Post Malone,Puffy AmiYumi,Queen,Radiohead,Rage Against the Machine,Rammstein,Rascal Flatts,Red Hot Chili Peppers,Rihanna,Roxette,Roxy Music,Scarlxrd,Scorpions,Shakira,Shanti Dope,Skindred,Sleater-Kinney,Slipknot,Sly and the Family Stone,Sonic Youth,Spice Girls,STARSET,Steely Dan,System of a Down,Talking Heads,Tardigrade Inferno,Television,The Allman Brothers Band,The Andrews Sisters,The Animals,The Band,The Beach Boys,The Beatles,The Boswell Sisters,The Byrds,The Chemical Brothers,The Chicks,The Coasters,The Cranberries,The Decemberists,The Dillards,The Doors,The Drifters,The Everly Brothers,The Flamingos,The Flying Burrito Brothers,The Four Seasons,The Four Tops,The Hollies,The Ink Spots,The Isley Brothers,The Jam,The Jesus and Mary Chain,The Judds,The Kingston Trio,The Kinks,The Louvin Brothers,The Lovin’ Spoonful,The Melons,The Mills Brothers,The Monkees,The Moody Blues,The Moonglows,The Neighbourhood,The Orioles,The Platters,The Police,The Pretty Reckless,The Prodigy,The Ramona Flowers,The Rasmus,The Replacements,The Rolling Stones,The Shirelles,The Smashing Pumpkins,The Smiths,The Soul Stirrers,The Stanley Brothers,The Staple Singers,The Stooges,The Strokes,The Temptations,The Turtles,The Velvet Underground,The Weavers,The White Stripes,The Who,The Yardbirds,Thirty Seconds to Mars,Thousand Foot Krutch,Tinariwen,Traffic,TV on the Radio,U2,Van Halen,Wilco,Will Smith,Wiz Khalifa,XXXTENTACION,Yo La Tengo,Yung Lean,"Yung Lee (Beast Boy) x Sky, The Vision",ZZ Top,Madonna,Ice Cube,Gym Class Heroes,Three Days Grace,Chris Brown,The Pussycat Dolls,Destiny’s Child,JAY-Z,TLC,Lenny Kravitz,Beyoncé,Nelly Furtado,Skillet,Nelly,The Weeknd,Rob Thomas
21 Savage,0.9999999999999949,0.20856549336339544,0.09936342051480793,0.09043997345714613,0.10420002493090649,0.0658749380279349,0.08516965191598326,0.10404593038585289,0.10268947368249255,0.08990094387472652,0.06549968515953099,0.11545354842797877,0.07352359877018243,0.0887751924193931,0.07674415945871811,0.1092350755077772,0.11462773909713524,0.09024389575570102,0.08135847357752375,0.10294060500281903,0.005099634092317254,0.10112714168485064,0.08869444354384018,0.08531224443036016,0.06726173282260263,0.1054601049834218,0.08708811073705616,0.08282671578371069,0.07003361733098538,0.0425309456028112,0.07841668467204647,0.08002249441085946,0.10781101185658754,0.11450294031769585,0.06808197591762713,0.08477808026311179,0.10997649791050182,0.11103025686107265,0.13233224784109118,0.19194425562046216,0.11924285846814899,0.05288902752448916,0.10912596111866847,0.19945705708465636,0.10108692550813471,0.10913696678087194,0.09297133214077831,0.10824928732593013,0.08818794393116935,0.151779656065878,0.11437219519368502,0.09024505816849634,0.10563935219502439,0.1038115691594162,0.11824890373721574,0.1399718005908445,0.09511701510678311,0.15135768630525978,0.09310245100209784,0.10224181545742508,0.07357325154902718,0.15493932550381578,0.12557289884711753,0.11343818918479857,0.14836036751263484,0.10266183727743583,0.1864340180159312,0.09190620578360935,0.02919792667991907,0.07065592647895708,0.07878621539168124,0.03369364090039224,0.10327259048587265,0.11150731447933707,0.12184053348974007,0.1856624413678731,0.09565984541681469,0.08742853121563415,0.158273732907962,0.08710320466788196,0.10779232911406612,0.09448707550801547,0.07384984348107192,0.09025014211147718,0.10024690581677219,0.11580996659857293,0.09876797341616515,0.0804380571278126,0.0746591524348389,0.09035559640729315,0.13350671001744732,0.09852005295424884,0.11404140786922315,0.08846849466172538,0.06798112158387684,0.09442923086669658,0.02350489599640488,0.11475487924566993,0.010882349814256493,0.13235487586766417,0.08491423522053186,0.09119122825342534,0.08658868592213878,0.06879648215254919,0.05888871947521081,0.07782360966354256,0.14356658981011533,0.04057275905128784,0.06918221397133421,0.10091157169597798,0.0712040873288864,0.14550541062592154,0.06250017593626854,0.08976035345009531,0.06191481122807926,0.09840943596532203,0.009973851179833725,0.12103081906356619,0.096706857564101,0.09757269717395542,0.06706196407969216,0.08362499685719318,0.16757195875109251,0.10973274353743624,0.05274778876209453,0.0016639699200574573,0.08661897213335058,0.09885266437357886,0.11452570409157443,0.07842187987713048,0.09451860092716176,0.09414826860619116,0.1216808964946966,0.1127482554450264,0.07009689796547816,0.06742352587126814,0.08158678955115244,0.08328345501177076,0.0764190953225808,0.06635839583810321,0.09177498710337158,0.1022560714829161,0.06350922559188121,0.046957168162707084,0.08151063056599296,0.07509879045791273,0.06716055486896502,0.10158036486501854,0.07296832712199845,0.060810520421916814,0.09526842194934536,0.08682368810771673,0.10985573137120115,0.08327246506367551,0.06725656563462512,0.0565516884378263,0.09868432961054438,0.07190974123658844,0.09526621992464983,0.07986460709215973,0.07581920355611697,0.10382229885398296,0.08843368980968945,0.045025057302530286,0.09530876899080251,0.08002573351804351,0.0714067273370443,0.09856833521013068,0.10761805847862627,0.018090535862731853,0.07698558440479727,0.07461707061522431,0.0943405257313201,0.055710647878840946,0.11337767332814,0.06975864939820534,0.0933082289171667,0.06098152295834477,0.09485025142972,0.046906759153430455,0.04950432134230729,0.10184366774979615,0.09064287785098661,0.08267823018012037,0.0536120853969829,0.10087269730494698,0.07565321122932625,0.06427560650501604,0.07850894925567005,0.07791692668246673,0.05276964211184776,0.11504152747938969,0.09737029213818382,0.07337603244413994,0.08519473296539962,0.044742280466312755,0.10576748435540322,0.06444757892725317,0.05861607018192616,0.09326663298812017,0.10741151534324161,0.030399037922097055,0.0944556841791629,0.09738082215811283,0.10562349036130103,0.08951405132868011,0.07438015578188341,0.08658750924901724,0.14606960397638577,0.09970819481500155,0.08138728646288444,0.0977860445684726,0.03776315434902185,0.07896938643671052,0.08677371483286385,0.1927036889273044,0.13183933991750063,0.08366622391472921,0.15484835663465094,0.09252288963096081,0.12658880008133766,0.1992926001150404,0.09679322189613125,0.08671753585701227,0.11578234958753963,0.10553938505008251,0.09634128018827606,0.15808071584818856,0.10740238048392155,0.09787363804083402
50 Cent,0.20856549336339544,0.9999999999999779,0.15970975815342126,0.12715336094498214,0.15280447043869327,0.10620573056485341,0.1356654245452274,0.1659831742812831,0.1870924677819936,0.12839782459587853,0.10913144102658906,0.17665739555187387,0.12481710178008651,0.139246593327629,0.11100087107731024,0.18868290147524622,0.18335221515109817,0.1525247565638655,0.11966368542575645,0.16572778207680258,0.009147662098069009,0.15490766942447468,0.1491245810635372,0.15180838848055053,0.1094966268655544,0.16283990031669213,0.13066710932812764,0.11218011242143697,0.11488230436283205,0.06414816979538848,0.12936831914210137,0.1283198294050346,0.18029767947793113,0.1579482226235895,0.10986693777846158,0.13402150167758922,0.1689356556448748,0.17115079110549258,0.1905518086800811,0.24697630154433828,0.18082432318163807,0.07987753237240779,0.16792439643484275,0.2915240653110505,0.15312135810307037,0.15876171681753007,0.16339784565967877,0.15657670549384897,0.1427393171494678,0.215122486927127,0.17982632022260886,0.12653723209121026,0.1506148972580291,0.1622629356200521,0.1963246742369018,0.2176287046094485,0.14342840330474163,0.233125446099743,0.15355225655459243,0.1647512158784382,0.10648428850941599,0.1897097719566475,0.18921372710955994,0.1833011720925495,0.20110168294241987,0.1633077715011456,0.24085359306498405,0.14875093957598912,0.040900539395827724,0.11749663363640117,0.12763006899130613,0.050607735362925614,0.15645360307676595,0.17974881082395888,0.19306379555695025,0.24561045588571392,0.15050185842885555,0.12250466677670996,0.22996363364354397,0.13874610503076099,0.16828310845997702,0.15918781684081068,0.11518088130123594,0.14181933935559904,0.1723496553194614,0.17977428531276143,0.16114308030006821,0.13329119464063638,0.12626499095032312,0.14883556688518634,0.20314586043813668,0.15648652642388391,0.18455502141034452,0.14625540167795853,0.09654135467599896,0.1507030027749862,0.03410424581162541,0.1923416407971983,0.015602170264332433,0.19319927960682187,0.13875697290179229,0.13454929962494858,0.12412429747111695,0.09575091837816613,0.08554280987727467,0.1101639025105122,0.21859159558747265,0.08159688170161261,0.11200075158151067,0.16542165693285413,0.11542265486435033,0.19335706666656807,0.09526594404157768,0.1423102632949586,0.09758297291013922,0.13648259009791525,0.017533737711118852,0.19937829342023194,0.14301740630346912,0.15433497060853876,0.10210637653088526,0.1293235064386876,0.20613480470927603,0.1709049437379625,0.08414895177505259,0.002185854283689003,0.13196793071780488,0.1494592970965555,0.1769795959144184,0.117017142983064,0.14962870789974214,0.1651668727786267,0.1962814365699046,0.16652969846711033,0.10334073162871635,0.097542051170238,0.13379151963934344,0.12076486228329358,0.11485863869294063,0.10239809641392351,0.1327350565356687,0.14875756696691173,0.0918505957878037,0.06592918081207534,0.12429269883149438,0.11717479702060932,0.1063264916440109,0.16701831720127988,0.11191155648126408,0.11178210015795052,0.14544184220788683,0.11990378286057186,0.15750044128842006,0.12264454827420565,0.11016687121803101,0.09238493878247679,0.16711584257678044,0.12709093449374412,0.1636763242876352,0.12598114586637693,0.12729176177078547,0.16852834099810893,0.13319127002784584,0.0794966973777716,0.14548131071163384,0.12234587522091912,0.10864034190247873,0.14806634770596053,0.16988649963431132,0.03285059124600402,0.11652154993624542,0.11755883173453095,0.15213892411690375,0.10033243550894684,0.19080262826497302,0.12397266499615711,0.1540274310044045,0.09488819315314367,0.13654692666645932,0.06830879366747623,0.08043379200357258,0.150857248415773,0.14133995647179795,0.1353245783045832,0.09606555640386331,0.16028131867836024,0.12019773765981563,0.09463590317789637,0.10651573704795114,0.1330424970175122,0.0785062364054297,0.1850889531989212,0.1549140006082104,0.1354982185868689,0.13710818625984114,0.06448043422570912,0.16454771403624674,0.0997541358239634,0.09777517091197688,0.14336648296377716,0.17160011558727842,0.044266816038193164,0.14389215101056044,0.15095411537337503,0.16690163510871478,0.13539146453490827,0.11606798267482558,0.12765937257711005,0.1903418708428107,0.13484879578287978,0.12937497460076702,0.13584792015514674,0.035102612376335066,0.11628130896781358,0.13481482925586788,0.24842807964297675,0.19839888706258788,0.1370541303543284,0.21241026514760014,0.16702773663631745,0.20589963750369478,0.2630121394945819,0.1626367252654458,0.1362746556434592,0.18172697578565697,0.16900556126861319,0.146945177129916,0.23458827074030514,0.16407985130221178,0.1631286961775642
ABBA,0.09936342051480793,0.15970975815342126,0.9999999999999917,0.0811928758720193,0.10531456866985787,0.07115428347982092,0.08985798657605143,0.11426048171275867,0.12323002728250515,0.08427870389134964,0.07469074104255477,0.12435333684743398,0.08769599886024157,0.09586208043510734,0.07980335799492003,0.1320733668960299,0.12875265683976958,0.13025275059651253,0.08852644542219275,0.11517761329135867,0.005262400277503807,0.1111011302476006,0.10997520517619315,0.10436483474939098,0.08059550769242016,0.10656906405353651,0.09210143525558923,0.07599081497607224,0.08278757841597431,0.04068607394234872,0.08239299875436948,0.09401974818308795,0.12052951949738257,0.10757036427711011,0.07814290271116796,0.09451202746346554,0.11703855561310383,0.12463048886422524,0.11402247979470674,0.14032489775609316,0.13382406737702188,0.059494538352050125,0.12438249376807703,0.18523557961737838,0.10929272160286617,0.09787569188404946,0.11599311687639313,0.09756779690059399,0.09813487940077871,0.1252128868239188,0.13010709059582864,0.08213142796693389,0.11787856489362031,0.11472625216874455,0.1333554679273256,0.14223426568867975,0.10355436597632448,0.1531465941268213,0.11453510768071354,0.11524205984148299,0.08199503150222505,0.08800943893892106,0.11582988967221992,0.11769595395808641,0.11637375166340097,0.11808163226570319,0.1323144225630701,0.11144618339523037,0.031247603585564086,0.07892573416506023,0.08640929999574029,0.03825372727901431,0.11638207600740842,0.11992158796911896,0.11859429793890174,0.13992884183549872,0.10929678851260827,0.07401108658270689,0.14300267482729387,0.09185511526452972,0.1099253594194272,0.10783664244243336,0.08502062179452867,0.09324719319564502,0.11546178106051122,0.12254517027205819,0.11634336793209014,0.09454086674568171,0.08764458909090496,0.10323317867022413,0.129659966935066,0.11432628096121064,0.12285525549520766,0.10129855171996847,0.0694502416104263,0.10547670677479544,0.01961438165103382,0.1377277718467904,0.011372932257750792,0.1172406892315183,0.09299602307523831,0.09466492218874366,0.0896477153428973,0.06903317459298468,0.059802626766470315,0.08190341545938017,0.15551492095173386,0.04427734219441067,0.07964066006833653,0.1183440242882065,0.0825270902277155,0.11357623330487743,0.0692942056544609,0.10497306793050298,0.06616511165866912,0.09348174345890195,0.011261800411317675,0.14357453451312552,0.09661619159305954,0.09280711068367639,0.07079791299867842,0.09431133239126487,0.11891960922448641,0.13022427548878052,0.05609785437002378,0.000822151614505131,0.08633041066604798,0.10562158794610056,0.12375710110758956,0.07593948089776116,0.10153710929353212,0.11147972685853907,0.1463836119075091,0.11679566256139012,0.07515072020294837,0.068996887994036,0.10412493301767083,0.08780380848385763,0.08346173900847453,0.07621015736328426,0.09092562942574219,0.1071625660532395,0.06044462764267731,0.04881652069785206,0.08669839649953864,0.08686042845112375,0.07234698499739206,0.10755017855158407,0.07290385840320449,0.07326237188832271,0.10781040262347716,0.09201831648288883,0.11054064842994593,0.09102543528538193,0.08043890059899832,0.07021644008553618,0.11787698750468432,0.08610708483240623,0.11097846467810375,0.09558835738637972,0.09467431142887285,0.10935832289538748,0.09414673755690049,0.05370867497479615,0.10403494735245829,0.09250217558275566,0.08016036788395196,0.1099985571072778,0.11967200404414376,0.024750606294089646,0.08610227461619753,0.08402090769508071,0.11116702038020365,0.07022184443552454,0.1287073482737554,0.08930379452620653,0.11485306654695016,0.06536303785637826,0.10451619850281893,0.04305551471521818,0.05505495393314592,0.1189632025526445,0.0974506400705677,0.09445033179823449,0.06263329300955998,0.11771765484680949,0.09133940212473098,0.06620472371367184,0.078580313874544,0.0843331327702197,0.05596744776307211,0.12454834759856338,0.10752658288917252,0.08900330285959286,0.09666037644877698,0.04669762799982579,0.11369716906634027,0.06878936778256091,0.06881121296063096,0.10298992749335208,0.11615502194452788,0.03305692181196029,0.10683631537665421,0.11292596403619415,0.12027045872766977,0.08841698404412429,0.0841801980322159,0.08333555677927972,0.10089271786045542,0.0786832460417567,0.08927874890049331,0.07711866093523574,0.019338350124275688,0.07420082535073036,0.08907860708493663,0.12374735412334927,0.13405350982183623,0.09461571377073297,0.1148786928232755,0.09951153991763083,0.12414443885038644,0.13351368669230138,0.1002985149400264,0.09010805369238988,0.11154665425232856,0.11580139730782162,0.10955871873156472,0.13269032088241803,0.10243546138731348,0.11160650938878292
AC_DC,0.09043997345714613,0.12715336094498214,0.0811928758720193,0.9999999999999947,0.08115084304129486,0.057942597813132504,0.06306510883830338,0.08252984537021471,0.08305008985760064,0.061584433562849594,0.06072209380973894,0.09785063849705339,0.06384238669777335,0.07570155476175361,0.06284320419495905,0.09197783943532618,0.09149634009222407,0.07378938544436991,0.06807276329522094,0.0835001844848133,0.003871838595316964,0.08463148421250236,0.07496375602643789,0.07597416659023293,0.05961640863632076,0.08180392901183899,0.07194536600691391,0.06406497551679391,0.06028980444089054,0.033782144186473136,0.06536178766166435,0.06526953165484854,0.09589069175697741,0.08574185085296464,0.058839044899215646,0.06648301287532,0.09104244233648086,0.08619164877777383,0.095555499550144,0.10851210555974795,0.10127954843442454,0.04463381780229032,0.09243926320401206,0.14567169297843413,0.08575361948701099,0.08085286722665026,0.07915380870770648,0.0759646858376949,0.07532556032200212,0.0976199924088698,0.10162429230908926,0.06201206880575398,0.08465719694274182,0.08783216751375289,0.09718752977450697,0.10637165278529367,0.0919438350273778,0.11390412556455067,0.07364532826801692,0.0851925345067683,0.05899905850205729,0.0697794429890528,0.09630460872808355,0.08260530486774835,0.08869711316653595,0.0826089922485978,0.10055759613149905,0.0757004760782878,0.02348070013162205,0.05645980032615941,0.061270793488686484,0.028093522615776644,0.10862472754069535,0.0863277121556229,0.08690565735021166,0.10547309684962612,0.07749838148838009,0.06488422323279376,0.11572570182575269,0.06797808043487928,0.08693167764790434,0.0773126899214333,0.06202476588560262,0.0777039477793882,0.07962192165416881,0.09135592270333219,0.07656752132058452,0.06749971461156427,0.0628054162373936,0.07328468833410327,0.10457075329503754,0.07947988158902082,0.09398692179825345,0.0721241588058497,0.05928405233070398,0.07227642859476754,0.016069268566366434,0.09415091301469566,0.007887891430840505,0.09024647906604584,0.06646810925935985,0.07039074552916859,0.06708821408193744,0.05608564729920761,0.04470133545792468,0.05898266332949951,0.11594466535880987,0.03835798359613497,0.05595694505732835,0.0867852222660132,0.05978465121744451,0.09400953735733204,0.051474301887098804,0.07906277581987754,0.04853775116441937,0.07576530055700592,0.008623686468551611,0.10929921522458214,0.07725485691479636,0.07315487852358857,0.05313710791535824,0.06705331756782998,0.09167138331383924,0.095090739988807,0.04133374460871395,0.0008005156643398436,0.06991675728954631,0.08287014963758664,0.09076139370617858,0.06108935657321775,0.07560178362868074,0.07710679136842132,0.09973431497559401,0.0916143635415816,0.05430670330419667,0.05395367096362105,0.06882675960931905,0.06315000309155193,0.06370162514402086,0.054685424997585004,0.07013566384839802,0.08103501577844023,0.04667887946202028,0.038461583224944224,0.06494866906386099,0.06613955080946532,0.05125404478966166,0.08753057618147285,0.0630861518916074,0.05061677614485408,0.07843666257720522,0.06967233135126762,0.09379872288257983,0.06688409509462404,0.05221648639263283,0.044237578849094836,0.08787067958704113,0.06243364790177961,0.08203289669097938,0.06827102189781258,0.06347596081676145,0.0885695054101985,0.07237147149369536,0.04343211929879984,0.07579482190595555,0.06816319065627686,0.06223870220474784,0.080152783289051,0.08802388016629725,0.016475979110683908,0.06011146472908147,0.06471394947062883,0.07894150923293937,0.0459797991889109,0.09569970449943846,0.058778885351583904,0.07679846890516895,0.045519862078122635,0.07896900702013564,0.03699042338673557,0.04411064788708654,0.08651350967034,0.07168094240675524,0.07301146318371404,0.04428676380345769,0.08190107253440637,0.061678413222532265,0.05200042993329198,0.0549470932936931,0.06354989959870658,0.05259235156082017,0.09173672323812358,0.08157581867183604,0.06408286714863859,0.07327309228265774,0.03384403023459903,0.08975387351140451,0.051680830856261975,0.05468432343374246,0.07917245321877753,0.08475360930991357,0.023505286790715844,0.07714664708280677,0.08171959338499693,0.08744168459163688,0.07063597602383549,0.059625894554429376,0.06703988101637448,0.08355304264641522,0.05566223350033738,0.06349701081981075,0.058395565457879904,0.014418479812305023,0.06623220341481015,0.06545067468119425,0.10138302708122554,0.10051061391980193,0.0660244723207451,0.09272894058156843,0.0745738805864298,0.0985071041166153,0.1051191536806871,0.07830602460947304,0.07690368414830319,0.08710577317381574,0.08772477843117746,0.08841826208054486,0.09963434517980856,0.07601860894277307,0.07805721909390367
Aerosmith,0.10420002493090649,0.15280447043869327,0.10531456866985787,0.08115084304129486,0.9999999999999989,0.06698349675393006,0.08288610238381501,0.10805572819332154,0.11524360147597836,0.08725264568698404,0.06904032876794887,0.11595459455385586,0.07722973621774064,0.0906722595555691,0.06964615756305134,0.11737693024250441,0.1117861539996966,0.09900923758108535,0.08071560253233208,0.1097053510802868,0.0034820059744256815,0.09963275453949776,0.09286821647307539,0.09956520078831028,0.06924816629462865,0.10707374702858481,0.08811573036719517,0.07159534048330625,0.07562156793114012,0.03875542804228574,0.07726039974189645,0.08216018851418315,0.12189684089998937,0.12208933462503432,0.06679818313599918,0.09056048546106961,0.10973691065176842,0.11048974110713572,0.11639641032748378,0.1397610355250876,0.11824038672252311,0.05850576142576806,0.10502012349134422,0.17469816716567027,0.10100291849532719,0.09938800164749591,0.10259112183953074,0.10183081991761803,0.08711325604741614,0.12510216301592353,0.11268839887453672,0.08190043620067151,0.10337423161160682,0.10727264913331039,0.12163641061139854,0.1286796416353851,0.0960133126674591,0.14791616731061408,0.09985867753467928,0.10798384379921241,0.06851880182744648,0.0900718301685295,0.12619336439393403,0.1154401562725099,0.11558085502881445,0.10575004353058544,0.1266765033762965,0.09178158487534173,0.02702046668044411,0.11448181202353182,0.08777935584589683,0.032420402353142135,0.11200546292344314,0.11229038662066151,0.11775451185761374,0.134605782183851,0.09515716374655056,0.07509188368635474,0.14811810906858427,0.08138962854148524,0.12150421640785349,0.10145509054301424,0.07539467121760773,0.09322072194463327,0.10405932033787899,0.10869402410105869,0.10192141261980293,0.07711629577884065,0.07610126874251912,0.1121191020748195,0.12539231117540303,0.0989978822974545,0.11390662727251659,0.08817608473330273,0.07066551970994898,0.09493359508416971,0.019433225157277714,0.12188048029981106,0.009961316788297486,0.11200731303288346,0.0895533857070621,0.08784336731230745,0.07867589899398897,0.06586862100442027,0.05649703011888168,0.07082936982603326,0.1353251083924054,0.0410173026465794,0.07023264208697841,0.109144288168075,0.07628416381406415,0.12437257220018573,0.061402006060178795,0.08767935308384438,0.062412575245497176,0.08939432797952743,0.010569989111750692,0.13195105979292643,0.09558096616553365,0.0914241595043968,0.06972893372879865,0.08086481006720501,0.11445905518774505,0.11481062881550566,0.05385746409848878,0.0008121341583868403,0.0827494501452346,0.09882362945396722,0.11031474658718314,0.07796998032053416,0.09794905126087758,0.10061553883004895,0.125175372305761,0.10790437125233747,0.06524362081345077,0.06283473601025825,0.0827959106006632,0.07739019099689534,0.07859380472108436,0.06550350401623653,0.09716440479643816,0.09331477690692863,0.05634314684002948,0.046666675811421254,0.07966451804591256,0.07530101259929396,0.0640063097409342,0.10265628738622838,0.07856449358384333,0.0664715678324227,0.08893168273772746,0.07796604395195532,0.1125179379696707,0.0833881555320619,0.07539406103589485,0.057507394636527646,0.10304138548522357,0.08405173394037742,0.10287814605828018,0.08444914956319181,0.08426254497600669,0.11774856313030352,0.08288893838350347,0.05144461701176817,0.09597800523596792,0.0751510087507727,0.06325137122010238,0.09617953939945939,0.10527863050486881,0.02052240886744573,0.07668493923183568,0.07923797359740943,0.09855505724550977,0.06677081458772381,0.12118577088062901,0.07877298372229487,0.10130256481629835,0.058443293474102175,0.08823178739215762,0.039087858904624684,0.05197268996981579,0.10116057757313836,0.08800786901674712,0.08904328410797065,0.06473157327261887,0.10331774389088245,0.07280310517245564,0.060099115384894305,0.06645208082674725,0.07657475251820711,0.05845127248808795,0.11750942048247445,0.11790719016218873,0.08272017434033804,0.09092164622613048,0.04019757964411968,0.1080221727633707,0.06179922046879625,0.06413751771373462,0.0914532749301207,0.1120961623002216,0.027818341550023478,0.09262246458009689,0.09806920519575824,0.11382496628417474,0.09077899753818913,0.07378497872657015,0.07742661509935192,0.09764862713581572,0.078123095201521,0.07954096091061182,0.07561920379917002,0.031823955408823594,0.07288514712060351,0.08439440810588804,0.12099864909047886,0.12364262900080517,0.08603875360803641,0.12343434451149643,0.09901022273586962,0.1354577198495193,0.12990128444129123,0.09947033843653792,0.0929320633136212,0.11241309048041152,0.11174173944895847,0.0952858060104929,0.12897597554018933,0.10272951501410589,0.10681815234474523
